0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1485,Activos de Información de la SDIS,Este Data Set contiene los activos de Información de la Secretaria Distrital de Integración Social,https://www.datos.gov.co/dataset/Activos-de-Información-de-la-SDIS/nubm-tpqi,Enlace externo,January 12 2019,1,datos abiertos bogota,,,,,,,,,,,,,
1486,Conteo De Persona Únicas Atendidas Por Proyecto SDIS Enero - Abril 2018,"Este Data Set es el conteo de las Personas Únicas Atendidas en la Secretaria Distrital de Integración por cada proyecto en el periodo comprendido del 1 de enero al 30 de abril de 2018 en la cual se registran los campos: NOMPROYECTO: Nombre de alguno de los 9 proyectos que hay actualmente CODLOCALIDAD_ATENCION: Número de localidad de atención LOCALIDAD_ATENCION: Nombre Localidad de atención NOMUNDOPE: Nombre de la Unidad Operativa SEXO: cada uno de los tres diferentes sexos (Hombre, Mujer o Intersexual) GRUPO_ETAREO_1DIA_ANUAL: Los diferentes rangos etarios que se manejan en la SDIS ETNIA: Etnia a la que pertenece SITUACION_DISCAPACIDAD: Si se encuentran o no en situación de discapacidad CANTIDAD: El total de los registro por la variación de cada una de las condiciones anteriores",https://www.datos.gov.co/dataset/Conteo-De-Persona-Únicas-Atendidas-Por-Proyecto-SD/takz-rakw,Enlace externo,January 12 2019,3,datos abiertos bogota,,,,,,,,,,,,,
1487,Ley de Cuotas,Archivo que permiten relacionar las vinculaciones vigentes a las Plantas de Personal de las entidades distritales con corte 31 de diciembre de cada vigencia de acuerdo a lo dispuesto por la Ley 581 de 2000. Información recaudada de los reportes efectuados por las diferentes entidades a SIDEAP.,https://www.datos.gov.co/dataset/Ley-de-Cuotas/jz35-um2e,Enlace externo,January 12 2019,0,empleo público,,,,,,,,,,,,,
1488,Estructuras Organizacionales,,https://www.datos.gov.co/dataset/Estructuras-Organizacionales/f86q-ia8k,Enlace externo,January 12 2019,4,entidades distritales/áreas/organigrama/estructuras/dependen,,,,,,,,,,,,,
1489,Plantas Empleo Público,,https://www.datos.gov.co/dataset/Plantas-Empleo-Público/yj3u-fcqj,Enlace externo,January 12 2019,2,planta personal/empleo público/entidades distritale/car,,,,,,,,,,,,,
1490,Vinculaciones,"Vinculación de funcionarios a los cargos que componen las plantas de personal, en el componente Empleo Público, de las entidades distritales.",https://www.datos.gov.co/dataset/Vinculaciones/9np6-4acs,Enlace externo,January 12 2019,1,empleo público/entidades distritales/vinculación/cargos/vaca,,,,,,,,,,,,,
1491,Prestadores privados de acueducto en Bogotá,Se trata del listado de prestadores privados de acueducto y alcantarillado de la ciudad de Bogota en suelo rural y urbano.,https://www.datos.gov.co/dataset/Prestadores-privados-de-acueducto-en-Bogotá/gbxe-nm2d,Enlace externo,January 12 2019,2,acueducto/hábitat/sdht/secretaría de hábi,,,,,,,,,,,,,
1492,"Informes de Peticiones, Quejas, Reclamos y Soluciones- PQRS - Secretaría Distrital de Gobierno","Informes PQR generados por la entidad, incluye información de Alcaldías Locales.",https://www.datos.gov.co/dataset/Informes-de-Peticiones-Quejas-Reclamos-y-Solucione/gzj2-vmbp,Enlace externo,January 12 2019,1,transparencia/2018/secretaria de gobier,,,,,,,,,,,,,
1493,Informe Procesos Judiciales 1er Trimestre 2018,Se presenta aquí la información sobre los procesos judiciales en curso contra la entidad y las audiencias de conciliación celebradas ante la Procuraduría General de la Nación donde ha sido parte la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Informe-Procesos-Judiciales-1er-Trimestre-2018/a9u8-5hns,Enlace externo,January 12 2019,1,hacienda y crédito público,,,,,,,,,,,,,
1494,Data Set Residuos Mixtos Aprovechados,Data Set emitido por la Subdirección de Disposición Final de  los Residuos mixtos aprovechados en el Relleno Sanitario Doña Juana (RSDJ),https://www.datos.gov.co/dataset/Data-Set-Residuos-Mixtos-Aprovechados/jjm6-zde6,Enlace externo,January 12 2019,1,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1495,Data Set Disposicion Final junio 27 de 2018,"Data Set emitido por la Subdirección de Disposición Final de ""Reducciones de Emisiones (tCO2e) Toneladas de CO2 equivalentes"" y el ""Flujo de Biogás Promedio Quemado de metros cúbicos normalizados  hora (m3N/h) "" en el Relleno Sanitario de Doña Juana RSDJ.",https://www.datos.gov.co/dataset/Data-Set-Disposicion-Final-junio-27-de-2018/dchc-3z3u,Enlace externo,January 12 2019,2,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1496,Registro de Activos de Información,Registro de Activos de Información,https://www.datos.gov.co/dataset/Registro-de-Activos-de-Información/hq3h-bkzp,Enlace externo,January 12 2019,4,organismos de control y vigilancia,,,,,,,,,,,,,
1497,Indice de Información Clasificada y Reservada,Indice de Información Clasificada y Reservada de la Personería de Bogotá D.C.,https://www.datos.gov.co/dataset/Indice-de-Información-Clasificada-y-Reservada/m7w8-4b8d,Enlace externo,January 12 2019,0,organismos de control y vigilancia,,,,,,,,,,,,,
1498,Consolidado Administración Central 2007 - 2017,"La ejecución presupuestal se desarrolla de una manera coordinada y precisa. En esta sección, puede encontrar los informes periódicos sobre el tema y el análisis semanal sobre la inversión directa del presupuesto general, lo cual incluye empresas y Fondos de Desarrollo Local (FDL)",https://www.datos.gov.co/dataset/Consolidado-Administración-Central-2007-2017/ft7f-j3ef,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1499,Residuos Recogidos en el Relleno Sanitario Doña Juana,Data Set emitido por la Subdirección de Recoleccción Barrido y Limpieza,https://www.datos.gov.co/dataset/Residuos-Recogidos-en-el-Relleno-Sanitario-Doña-Ju/fnr4-eiuq,Enlace externo,January 12 2019,8,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1500,Informes Ejecución Mayo,Encuentre aquí la información sobre la actividad contractual de la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Informes-Ejecución-Mayo/mpic-es67,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1501,Consolidado Establecimientos Públicos 2007 - 2017,"La ejecución presupuestal se desarrolla de una manera coordinada y precisa. En esta sección, puede encontrar los informes periódicos sobre el tema y el análisis semanal sobre la inversión directa del presupuesto general, lo cual incluye empresas y Fondos de Desarrollo Local (FDL)",https://www.datos.gov.co/dataset/Consolidado-Establecimientos-Públicos-2007-2017/8pra-bz3h,Enlace externo,January 12 2019,2,economía y finanzas,,,,,,,,,,,,,
1502,Activos de Información - Secretaría Distrital de Gobierno,,https://www.datos.gov.co/dataset/Activos-de-Información-Secretaría-Distrital-de-Gob/knb2-u2gb,Enlace externo,January 12 2019,0,transparencia/secretaria de gobierno/20,,,,,,,,,,,,,
1503,Contratos Mayo,Encuentre aquí la información sobre la actividad contractual de la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Contratos-Mayo/m7vh-f47h,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1504,Informe de Condiciones Financieras de Créditos Vigentes,"Se refiere a los documentos que reflejan los saldos de las obligaciones financieras vigentes de Bogotá, D.C., su movimiento mensual y el acumulado.",https://www.datos.gov.co/dataset/Informe-de-Condiciones-Financieras-de-Créditos-Vig/g8p2-9b4i,Enlace externo,January 12 2019,2,economía y finanzas,,,,,,,,,,,,,
1505,Modificaciones Contractuales Mayo,Encuentre aquí la información sobre la actividad contractual de la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Modificaciones-Contractuales-Mayo/cnpd-y9b6,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1506,Conteo De Persona Únicas Atendidas Por Proyecto SDIS Enero - Junio 2018,Este DataSet es del conteo de las Personas Únicas Atendidas en la Secretaria Distrital de Integración por cada proyecto en el periodo comprendido del 1 de enero al 30 de junio de 2018,https://www.datos.gov.co/dataset/Conteo-De-Persona-Únicas-Atendidas-Por-Proyecto-SD/ehst-bd4m,Enlace externo,January 12 2019,0,datos abiertos bogota,,,,,,,,,,,,,
1507,Data Set Convenios Proyectos de Gestión Social,,https://www.datos.gov.co/dataset/Data-Set-Convenios-Proyectos-de-Gestión-Social/9n5y-xx9e,Enlace externo,January 12 2019,0,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1508,Estaciones de Clasificación y Aprovechamiento de Residuos Reciclables,,https://www.datos.gov.co/dataset/Estaciones-de-Clasificación-y-Aprovechamiento-de-R/vkkz-apsh,Enlace externo,January 12 2019,2,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1509,Informe Mensual de la Deuda Publica Administración Central,"Se refiere a los documentos que reflejan los saldos de las obligaciones financieras vigentes de Bogotá, D.C., su movimiento mensual y el acumulado.",https://www.datos.gov.co/dataset/Informe-Mensual-de-la-Deuda-Publica-Administración/cn3c-yg45,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1510,Informe Acumulado de la Deuda Publica  Administración Central-Dirección  Distrital De Crédito Publico,"Se refiere a los documentos que reflejan los saldos de las obligaciones financieras vigentes de Bogotá, D.C., su movimiento mensual y el acumulado.",https://www.datos.gov.co/dataset/Informe-Acumulado-de-la-Deuda-Publica-Administraci/ieki-cqj4,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1511,Características del Portafolio de Pasivos,"Hace referencia al valor nominal en su moneda de origen (USD, COP, EUR) con el cual  se firmó el contrato de crédito inicial.",https://www.datos.gov.co/dataset/Características-del-Portafolio-de-Pasivos/uay3-ggv8,Enlace externo,January 12 2019,5,economía y finanzas,,,,,,,,,,,,,
1512,Ajustes por Tasa de Cambio Administración Central,"Corresponde a la variación positiva o negativa en pesos (COP) de cada crédito, derivada del incremento o disminución de la (las) tasas de cambio a que esté expuesto cada uno, si lo afecta.",https://www.datos.gov.co/dataset/Ajustes-por-Tasa-de-Cambio-Administración-Central/82qc-3kmw,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1513,Árboles plantados,Consiste en el número de árboles reportados como plantados en el espacio público de uso público del Distrito Capital por el Jardín Botánico de Bogotá José Celestino Mutis,https://www.datos.gov.co/dataset/Árboles-plantados/4nnj-wce4,Enlace externo,January 12 2019,1,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1514,Número de árboles por localidad,Presenta de forma consolidada la cantidad de árboles sembrados por cada una de las localidades de la ciudad de Bogotá D.C.,https://www.datos.gov.co/dataset/Número-de-árboles-por-localidad/wfmz-cevk,Enlace externo,January 12 2019,2,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1515,Data Set de Aprovechamiento de Recicladores de Oficio,Data Set Emitido por la Subdirección de Aprovechamiento de los Recicladores,https://www.datos.gov.co/dataset/Data-Set-de-Aprovechamiento-de-Recicladores-de-Ofi/vmr9-i2i3,Enlace externo,January 12 2019,2,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1516,Data Set de Residuos Aprovechados,Residuos  Mixtos Aprovechados por mes  en el Relleno.,https://www.datos.gov.co/dataset/Data-Set-de-Residuos-Aprovechados/m4at-x5d7,Enlace externo,January 12 2019,4,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1517,Número de árboles por hectárea,"Relación entre el número de hectáreas por localidad y el número de árboles en espacio público, registrados en el Sistema de Información para la Gestión del Arbolado Urbano SIGAU, en cada localidad del Distrito Capital",https://www.datos.gov.co/dataset/Número-de-árboles-por-hectárea/gr96-kuhp,Enlace externo,January 12 2019,3,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1518,Árboles patrimoniales,Consiste en el listado de árboles patrimoniales establecido en el artículo 3 de la Resolución 6971 de 2011 Secretaría de Ambiente,https://www.datos.gov.co/dataset/Árboles-patrimoniales/au6p-eqct,Enlace externo,January 12 2019,1,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1519,Árboles de interés público,Listado de árboles de interés público establecido en el artículo 4 de la Resolución 6971 de 2011 Secretaría de Ambiente,https://www.datos.gov.co/dataset/Árboles-de-interés-público/bkzs-mrbd,Enlace externo,January 12 2019,8,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1520,Árboles con Manejo Integrado de Plagas y Enfermedades,Consiste en el número de árboles a los cuales el Jardín Botánico de Bogotá ha realizado actividades de Manejo Integrado de Plagas y Enfermedades,https://www.datos.gov.co/dataset/Árboles-con-Manejo-Integrado-de-Plagas-y-Enfermeda/v25p-smea,Enlace externo,January 12 2019,3,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1521,Árboles con Manejo Integrado de Plagas y Enfermedades 2016,Número de árboles a los cuales el Jardín Botánico de Bogotá ha realizado actividades de Manejo Integrado de Plagas y Enfermedades 2016,https://www.datos.gov.co/dataset/Árboles-con-Manejo-Integrado-de-Plagas-y-Enfermeda/n5n7-n6ew,Enlace externo,January 12 2019,2,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1522,Jardines mantenidos,"Corresponde al número de metros cuadrados de jardines urbanos localizados en el espacio público de la ciudad, que son mantenidos a través de actividades tales como riego, poda, fertilización y manejo integral entre otras, por el Jardín Botánico de Bogotá.",https://www.datos.gov.co/dataset/Jardines-mantenidos/5f9f-3q4x,Enlace externo,January 12 2019,0,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1523,Jardines plantados,"Consiste en el número de metros cuadrados reportados como plantados por el Jardín Botánico de Bogotá en el espacio público de la ciudad, por gestión directa, institucional, a través de convenios, o en el marco del Acuerdo 435 de 2010",https://www.datos.gov.co/dataset/Jardines-plantados/q4gs-cusk,Enlace externo,January 12 2019,0,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1524,Jardines plantados 2016,"Consiste en el número de metros cuadrados reportados como plantados en el año 2016, por el Jardín Botánico de Bogotá en el espacio público de la ciudad, por gestión directa, institucional, a través de convenios, o en el marco del Acuerdo 435 de 2010",https://www.datos.gov.co/dataset/Jardines-plantados-2016/rbi5-zqcy,Enlace externo,January 12 2019,0,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1525,Árboles con Manejo Integral 2016,"Número de árboles a los cuales el Jardín Botánico de Bogotá ha realizado actividades de Manejo Integral, que incluyen podas aéreas, podas radiculares, bloqueos, traslados, cirugías, entre otros 2016",https://www.datos.gov.co/dataset/Árboles-con-Manejo-Integral-2016/rk58-cdqj,Enlace externo,January 12 2019,3,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1526,Árboles con Manejo Integral,"Consiste en el número de árboles a los cuales el Jardín Botánico de Bogotá ha realizado actividades de Manejo Integral, que incluyen podas aéreas, podas radiculares, bloqueos, traslados, cirugías, entre otros",https://www.datos.gov.co/dataset/Árboles-con-Manejo-Integral/pz7t-44xk,Enlace externo,January 12 2019,3,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1527,Asistencias Agricultura Urbana 2016,Consiste en el número de personas capacitadas  y  orientadas en técnicas de agricultura urbana por el Jardín Botánico de Bogotá José Celestino Mutis en las diferentes localidades de la ciudad en el año 2016 por plan de desarrollo,https://www.datos.gov.co/dataset/Asistencias-Agricultura-Urbana-2016/yh4h-9jtt,Enlace externo,January 12 2019,5,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1528,Contratos Junio 2018,Encuentre aquí la información sobre la actividad contractual de la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Contratos-Junio-2018/tsgg-5gzh,Enlace externo,January 12 2019,1,economía y finanzas,,,,,,,,,,,,,
1529,Jardines mantenidos 2016,"Corresponde al número de metros cuadrados de jardines urbanos localizados en el espacio público de la ciudad, que son mantenidos a través de actividades tales como riego, poda, fertilización y manejo integral entre otras, por el Jardín Botánico de Bogotá en el año 2016",https://www.datos.gov.co/dataset/Jardines-mantenidos-2016/5f5u-acmj,Enlace externo,January 12 2019,0,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1530,Asistencias Agricultura Urbana,Consiste en el número de personas capacitadas  y  orientadas en técnicas de agricultura urbana por el Jardín Botánico de Bogotá José Celestino Mutis en las diferentes localidades de la ciudad,https://www.datos.gov.co/dataset/Asistencias-Agricultura-Urbana/i75v-ni8h,Enlace externo,January 12 2019,3,ambiente y desarrollo sostenible,,,,,,,,,,,,,
1531,Informe de Procesos Suspendidos por Entidades y Localidades.,Información de los procesos que se encuentran en estado suspendidos que se encuentran a cargo de la Dirección Distrital de Cobro a favor de cada una de la entidades y localidades.,https://www.datos.gov.co/dataset/Informe-de-Procesos-Suspendidos-por-Entidades-y-Lo/us9f-k3s5,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1532,Modificaciones Junio 2018,Encuentre aquí la información sobre la actividad contractual de la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Modificaciones-Junio-2018/phac-38v6,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1533,Informe Ejecución Junio 2018,Encuentre aquí la información sobre la actividad contractual de la Secretaría Distrital de Hacienda.,https://www.datos.gov.co/dataset/Informe-Ejecución-Junio-2018/3pgu-na9j,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1534,Informe de Procesos Activos por Entidades y Localidades.,Información de los procesos activos que adelanta la Dirección Distrital de Cobro a favor de cada una de la entidades y localidades.,https://www.datos.gov.co/dataset/Informe-de-Procesos-Activos-por-Entidades-y-Locali/nv7r-m28v,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1535,Informe de Procesos Terminados por Entidades y Localidades,Información de los procesos que se terminaron en la vigencia 2018 que se encuentran a cargo de la Dirección Distrital de Cobro,https://www.datos.gov.co/dataset/Informe-de-Procesos-Terminados-por-Entidades-y-Loc/ic6k-xcck,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1536,Informe de Títulos Ejecutivos Enviados por las Entidades y Localidades en estados Recibidos y Devueltos,Información títulos ejecutivos enviados por cada una de las entidades y localidades gestionados por la Dirección Distrital De Cobro.,https://www.datos.gov.co/dataset/Informe-de-Títulos-Ejecutivos-Enviados-por-las-Ent/hf2h-542f,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1537,Informe evaluación desempeño Secretaría Distrital de Hacienda 2016-2017,Informe Promedio por Dependencias Evaluación del Desempeño Laboral 2016 - 2017,https://www.datos.gov.co/dataset/Informe-evaluación-desempeño-Secretaría-Distrital-/358n-fzbf,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1538,Información puntos de atención presencial de la Secretaría Distrital de Hacienda,Descripción de los diferentes servicios y trámites que son atendidos por el personal de la Secretaría Distrital de Hacienda de cara a la ciudadanía.,https://www.datos.gov.co/dataset/Información-puntos-de-atención-presencial-de-la-Se/yj64-qe5f,Enlace externo,January 12 2019,2,economía y finanzas,,,,,,,,,,,,,
1539,Información de sedes de la Secretaría Distrital de Hacienda,"Se presenta a la ciudadanía, a continuación, el directorio de las diferentes sedes donde se ubica nuestra entidad; dando así cumplimiento a lo dispuesto en el manual para la implementación de la estrategia de Gobierno en Línea en las entidades del orden nacional y territorial de la República de Colombia.",https://www.datos.gov.co/dataset/Información-de-sedes-de-la-Secretaría-Distrital-de/dk36-i6xh,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1540,Registro de PQRS con respuesta devuelta a la entidad junio 2018,"Observando lo dispuesto en el Parágrafo Tercero del Artículo 14 de la Resolución No. SDH-000083 de 2014, modificado por el Artículo 6° de la Resolución No. SDH-000192 de 2014, teniendo en cuenta que la respuesta emitida por la Secretaría Distrital de Hacienda fue devuelta a la entidad por los servicios postales por carecer de una dirección de entrega válida, haber sido rechazados por el destinatario o cambio de dirección de correspondencia, enseguida se comunican los datos generales de la contestación producida por la entidad y la causal de su devolución. En caso de que el (la) peticionario (a) requiera el documento físico de la respuesta, deberá contactar a la dependencia que resolvió o atendió el requerimiento.",https://www.datos.gov.co/dataset/Registro-de-PQRS-con-respuesta-devuelta-a-la-entid/77fw-e38i,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1541,Formato CGN 2005 001 Secretaría Distrital De Hacienda,Información contable saldos y movimientos de octubre 01 a diciembre 31 de 2017,https://www.datos.gov.co/dataset/Formato-CGN-2005-001-Secretaría-Distrital-De-Hacie/tajb-rqty,Enlace externo,January 12 2019,6,economía y finanzas,,,,,,,,,,,,,
1542,Formato CGN 2005 002 Secretaría Distrital De Hacienda,Información contable de los movimientos de transacciones reciprocas entre entidades Distritales de octubre 01 a diciembre 31 de 2017,https://www.datos.gov.co/dataset/Formato-CGN-2005-002-Secretaría-Distrital-De-Hacie/f4en-7yyi,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1543,Registro de PQRS con respuesta devuelta a la entidad junio 2018,"Observando lo dispuesto en el Parágrafo Tercero del Artículo 14 de la Resolución No. SDH-000083 de 2014, modificado por el Artículo 6° de la Resolución No. SDH-000192 de 2014, teniendo en cuenta que la respuesta emitida por la Secretaría Distrital de Hacienda fue devuelta a la entidad por los servicios postales por carecer de una dirección de entrega válida, haber sido rechazados por el destinatario o cambio de dirección de correspondencia, enseguida se comunican los datos generales de la contestación producida por la entidad y la causal de su devolución. En caso de que el (la) peticionario (a) requiera el documento físico de la respuesta, deberá contactar a la dependencia que resolvió o atendió el requerimiento.",https://www.datos.gov.co/dataset/Registro-de-PQRS-con-respuesta-devuelta-a-la-entid/77fw-e38i,Enlace externo,January 12 2019,0,economía y finanzas,,,,,,,,,,,,,
1544,Indice de la información clasificada y reservada con la que cuenta Veeduría Distrital,Indice de la información clasificada y reservada con la que cuenta Veeduría Distrital a Agosto de 2018,https://www.datos.gov.co/dataset/Indice-de-la-información-clasificada-y-reservada-c/wes7-dewg,Enlace externo,January 12 2019,1,información clasificada y reservada,,,,,,,,,,,,,
1545,Esquema de publicación de Información,Corresponde a los medios físicos o electrónicos que tiene definido la Contraloría de Bogotá para publicar la información que genera de acuerdo con la clasificación de publica y reservada.,https://www.datos.gov.co/dataset/Esquema-de-publicación-de-Información/ks9z-225c,Enlace externo,January 12 2019,4,documentos/informes/act,,,,,,,,,,,,,
1546,Listado Informes,"Documentos generados por la Veeduría Distrital relacionados con control preventivo, control social, transparencia y lucha contra la corrupción, y en general aspectos misionales de la Veeduría Distrital.",https://www.datos.gov.co/dataset/Listado-Informes/vvv4-xnaj,Enlace externo,January 12 2019,1,transparencia/control social/organismos de control/gobierno/qu,,,,,,,,,,,,,
1547,Activos de Información Veeduría Distrital,Este archivo contiene los activos de información que se trabajan en la Entidad a Agosto de 2018.,https://www.datos.gov.co/dataset/Activos-de-Información-Veeduría-Distrital/uhzk-d6kk,Enlace externo,January 12 2019,0,informacion/activo,,,,,,,,,,,,,
1548,Localización Parques Ecológicos Distritales,"El objeto geográfico identifica la localización de los Humedales de Bogotá para el área urbana del Distrito Capital, regido bajo el Decreto 190 de 2004 considerado en el Artículo 95 como Parques Ecológicos Distritales de Humedal, de igual manera es considerado en el Acuerdo 577 de 2014. Resolución No. 5735 de 2008 y Acuerdo 487 de 2011 Resolución 5191 Secretaria Distrital de Ambiente, por el cual se declaran e incorporan como Parques Ecológicos Distritales de Humedal, los humedales de Ribera ""Tunjo"" ""La Isla"" y humedal ""salitre"". Representado e identificado las zonas de protección, bajo la política de humedales del distrito capital, definido como fundamentales en el equilibrio ecológico y ambiental global, ya que son el hábitat de muchas especies de fauna y flora, y elementos vitales en la estructura ecosistémica, sociocultural y económica de las naciones y del mundo; Temáticamente da cuenta de la posición, delimitación, acto administrativo y cobertura vegetal para cada humedal Figurada mediante representación multi temporal entra los años 1956- 2016. La capa está asociada al sistema de referencia de coordenadas planas cartesianas para Bogotá en datum Magna-Sirgas.",https://www.datos.gov.co/dataset/Localización-Parques-Ecológicos-Distritales/ygwq-duzz,Enlace externo,January 12 2019,4,parques/ecosistemas/áreas protegid,,,,,,,,,,,,,
1549,Ubicación Áreas Protegidas POT,"El objeto geográfico almacena la delimitación del sistema de áreas protegidas de Bogotá D.C.,ubicadas tanto en el área urbana como rural, consideradas en el Artículo 79 del Decreto 190 de 2004 como el conjunto de espacios con valores singulares para el patrimonio natural del Distrito Capital, la Región o la Nación, cuya conservación resulta imprescindible para el funcionamiento de los ecosistemas, la conservación de la biodiversidad y la evolución de la cultura en el Distrito Capital, las cuales, en beneficio de todos los habitantes, se reservan y se declaran. La capa esta asociada al sistema de referencia de coordenadas planas cartesianas para Bogotá en datum Magna-Sirgas. Tematicamente da cuenta del orden y categoría del área protegida,nombre y acto administrativo de oficialización del área protegida y ubicación en el suelo urbano o rural. La capa se construyó con base en las coordenadas propias del anexo cartográfico del POT en el Decreto 190 de 2004, y demás actos administrativos de delimitación de áreas protegidas del nivel Nacional y Regional.",https://www.datos.gov.co/dataset/Ubicación-Áreas-Protegidas-POT/qezg-n5vv,Enlace externo,January 12 2019,2,conservación/biodiversidad/área protegida/ecosiste,,,,,,,,,,,,,
1550,Ubicación Ronda Hidraúlica,"El objeto geográfico identifica la localización de la Ronda Hidraulica de Bogotá para el área urbana del Distrito Capital, regido bajo el Decreto 190 de 2004 considerado en el Artículo 95 como Parques Ecológicos Distritales de Humedal, de igual manera es considerado en el Acuerdo 577 de 2014. Resolución No. 5735 de 2008 y Acuerdo 487 de 2011 Resolución 5191 Secretaria Distrital de Ambiente, por el cual se declaran e incorporan como Parques Ecológicos Distritales de Humedal, los humedales de Ribera ""Tunjo"" ""La Isla"" y humedal ""salitre"". Representado e identificado las zonas de protección, bajo la política de humedales del distrito capital, definido como fundamentales en el equilibrio ecológico y ambiental global, ya que son el hábitat de muchas especies de fauna y flora, y elementos vitales en la estructura ecosistémica, sociocultural y económica de las naciones y del mundo; Temáticamente da cuenta de la posición, delimitación, acto administrativo y cobertura vegetal para cada humedal Figurada mediante representación multi temporal entra los años 1956- 2016. La capa está asociada al sistema de referencia de coordenadas planas cartesianas para Bogotá en datum Magna-Sirgas.",https://www.datos.gov.co/dataset/Ubicación-Ronda-Hidraúlica/igw6-fucs,Enlace externo,January 12 2019,1,parques/ecosistemas/áreas protegid,,,,,,,,,,,,,
1551,Ubicación Áreas Protegidas POT,"El objeto geográfico almacena la delimitación del sistema de áreas protegidas de Bogotá D.C.,ubicadas tanto en el área urbana como rural, consideradas en el Artículo 79 del Decreto 190 de 2004 como el conjunto de espacios con valores singulares para el patrimonio natural del Distrito Capital, la Región o la Nación, cuya conservación resulta imprescindible para el funcionamiento de los ecosistemas, la conservación de la biodiversidad y la evolución de la cultura en el Distrito Capital, las cuales, en beneficio de todos los habitantes, se reservan y se declaran. La capa esta asociada al sistema de referencia de coordenadas planas cartesianas para Bogotá en datum Magna-Sirgas. Tematicamente da cuenta del orden y categoría del área protegida,nombre y acto administrativo de oficialización del área protegida y ubicación en el suelo urbano o rural. La capa se construyó con base en las coordenadas propias del anexo cartográfico del POT en el Decreto 190 de 2004, y demás actos administrativos de delimitación de áreas protegidas del nivel Nacional y Regional.",https://www.datos.gov.co/dataset/Ubicación-Áreas-Protegidas-POT/qezg-n5vv,Enlace externo,January 12 2019,2,conservación/biodiversidad/área protegida/ecosiste,,,,,,,,,,,,,
